Tweets,Case_Folding,Clean_Data,Tweet_Normal;;;;;;
"Btw lethcy tea 42rebu😭 segede apa gelasnya kalau ramping yaallah mahal jg yha dah paling bener first date itu street food like sate padang atau seblak, atau apa ya jangan dimention smua ntar abis ini shopeefood,""btw lethcy tea 42rebu😭 segede apa gelasnya kalau ramping yaallah mahal jg yha dah paling bener first date itu street food like sate padang atau seblak, atau apa ya jangan dimention smua ntar abis ini shopeefood"",btw lethcy tea rebu segede apa gelasnya kalau ramping yaallah mahal jg yha dah paling bener first date itu street food like sate padang atau seblak atau apa ya jangan dimention smua ntar abis ini shopeefood,ngomong-ngomong lethcy tea rebu sebesar apa gelasnya kalau ramping yaallah mahal juga yha sudah paling benar first date itu street food like sate padang atau seblak atau apa ya jangan dimention semua nantii habis ini shopeefood";;;;;;
"syg! yang pernah order sbux via SHOPEEfood, itu ada whipped creamnya gasi?,""syg! yang pernah order sbux via shopeefood, itu ada whipped creamnya gasi?"",syg yang pernah order sbux via shopeefood itu ada whipped creamnya gasi,sayang yang pernah order sbux via shopeefood itu ada whipped creamnya gasi";;;;;;
@zocityx Tempatku ada McD sama shopeefood tpi 🤸,@zocityx tempatku ada mcd sama shopeefood tpi 🤸,tempatku ada mcd sama shopeefood tpi,tempatku ada mcd sama shopeefood tapi;;;;;;
@carnasterion Di shopeefood adanya disc 18rb yaa,@carnasterion di shopeefood adanya disc 18rb yaa,di shopeefood adanya disc rb yaa,di shopeefood adanya disc rb ya;;;;;;
"Kalian tim yang mana? 

🔁Pilih menu dulu, baru top-up saldo 
❤️Top-up saldo dulu, baru pesen makan,""kalian tim yang mana? ";;;;;;
;;;;;;
🔁pilih menu dulu, baru top-up saldo ;;;;;;
"❤️top-up saldo dulu, baru pesen makan"",kalian tim yang mana pilih menu dulu baru topup saldo topup saldo dulu baru pesen makan,kalian tim yang mana pilih menu dulu baru topup saldo topup saldo dulu baru pesan makan";;;;;;
capek banget ni hp tua berulah mulu padahal gue lagi order shopeefood anjirrrrrr malah re-install sendiri 😩 https://t.co/HFzon1K5uc,capek banget ni hp tua berulah mulu padahal gue lagi order shopeefood anjirrrrrr malah re-install sendiri 😩 https://t.co/hfzon1k5uc,capek banget ni hp tua berulah mulu padahal gue lagi order shopeefood anjirrrrrr malah reinstall sendiri,capek banget ini hp tua berulah terus padahal saya lagi order shopeefood anjirrrrrr malah reinstall sendiri;;;;;;
"tadi pesen shopeefood, trs gak punya cash buat tips abangnya, ku bikinin es kopi susu lah. di botol kemasan 250ml gitu. trs mama nanya. 'buat siapa ka?' 
'mas shopee ma.' 
'trs? ngasih kopi doang gt?' 
'ya gimana gaada cash??'
gak lama mama ngasi uang 10k. 
'nih ka, kasih masnya',""tadi pesen shopeefood, trs gak punya cash buat tips abangnya, ku bikinin es kopi susu lah. di botol kemasan 250ml gitu. trs mama nanya. 'buat siapa ka?' ";;;;;;
'mas shopee ma.' ;;;;;;
'trs? ngasih kopi doang gt?' ;;;;;;
'ya gimana gaada cash??';;;;;;
gak lama mama ngasi uang 10k. ;;;;;;
"'nih ka, kasih masnya'"",tadi pesen shopeefood trs gak punya cash buat tips abangnya ku bikinin es kopi susu lah di botol kemasan ml gitu trs mama nanya buat siapa ka mas shopee ma trs ngasih kopi doang gt ya gimana gaada cash gak lama mama ngasi uang k nih ka kasih masnya,tadi pesan shopeefood terus tidak punya cash buat tips abangnya ku bikinin es kopi susu lah di botol kemasan ml begitu terus mama nanya buat siapa ka mas shopee sama terus memberi kopi saja begitu ya bagaimana tidak ada cash tidak lama mama ngasi uang ke ini ka kasih masnya";;;;;;
"@ShopeePay_ID salah min, pergi jajannya pake shopeefood 😂 https://t.co/XpJmS25BQr,""@shopeepay_id salah min, pergi jajannya pake shopeefood 😂 https://t.co/xpjms25bqr"",id salah min pergi jajannya pake shopeefood,id salah minimal pergi jajannya pakai s";;;;;;
"dari tadi scroll menu shopeefood ga beres2, bingung mau mesen apaan shshhs,""dari tadi scroll menu shopeefood ga beres2, bingung mau mesen apaan shshhs"",dari tadi scroll menu shopeefood ga beres bingung mau mesen apaan shshhs,dari tadi scroll menu shopeefood tidak selesai bingung mau  pesan apaan shshhs";;;;;;
@Rkdekslak @ardinatp @usaputro @airinque92 @idabagusreza Oh ya kalo shopeefood ada restaurant fee juga,@rkdekslak @ardinatp @usaputro @airinque92 @idabagusreza oh ya kalo shopeefood ada restaurant fee juga,oh ya kalo shopeefood ada restaurant fee juga,oh ;;;;;;
shopeefood paling enak itu dibeliin,shopeefood paling enak itu dibeliin,shopeefood paling enak itu dibeliin,shopeefood paling enak itu dibeliin;;;;;;
"Pernah naik Maxim
Abangnya pake jaket grab
Helmnya gojek
Gue dapet helm shopeefood https://t.co/QZGtI7ggYt,""pernah naik maxim";;;;;;
abangnya pake jaket grab;;;;;;
helmnya gojek;;;;;;
"gue dapet helm shopeefood https://t.co/qzgti7ggyt"",pernah naik maxim abangnya pake jaket grab helmnya gojek gue dapet helm shopeefood,pernah naik maxim abangnya pakai jaket grab helmnya gojek saya dapat helm shopeefood";;;;;;
KOPI KENANGAN Promo DISKON hingga 40% Dengan Pembayaran Menggunakan SHOPEEPAY dan Pemesanan via SHOPEEFOOD https://t.co/VJ81QDhZQT,kopi kenangan promo diskon hingga 40% dengan pembayaran menggunakan shopeepay dan pemesanan via shopeefood https://t.co/vj81qdhzqt,kopi kenangan promo diskon hingga dengan pembayaran menggunakan shopeepay dan pemesanan via shopeefood,kopi kenangan promo potongan harga hingga dengan pembayaran menggunakan shopeepay dan pemesanan via shopeefood;;;;;;
"Diet emang paling bener kalau di kos 
Mau ambil makan ke bawah males, mau pesen shopeefood malah scroll yg lain 🤣,""diet emang paling bener kalau di kos ";;;;;;
"mau ambil makan ke bawah males, mau pesen shopeefood malah scroll yg lain 🤣"",diet emang paling bener kalau di kos mau ambil makan ke bawah males mau pesen shopeefood malah scroll yg lain,diet memang paling benar kalau di kos mau ambil makan ke bawah malas  mau pesan shopeefood malah scroll yang lain";;;;;;
@shopeefood_id kak tolongin temen saya kasian gabisa makan tau 🤣🥲,@shopeefood_id kak tolongin temen saya kasian gabisa makan tau 🤣🥲,id kak tolongin temen saya kasian gabisa makan tau,id kak tolongin teman saya kasihan tidak bisa makan tahu;;;;;;
@KalishaRensi blom nih msi nunggu shopeefood,@kalisharensi blom nih msi nunggu shopeefood,blom nih msi nunggu shopeefood,belum ini masih nunggu shopeefood;;;;;;
"@arrasyyyy Dom ku jangankan shopeefood, grabfood aja gak ada 😭,""@arrasyyyy dom ku jangankan shopeefood, grabfood aja gak ada 😭"",dom ku jangankan shopeefood grabfood aja gak ada,dom ku jangankan shopeefood grabfood aja tidak ada";;;;;;
Haaaa dah ada di Shopeefood. Mehlah try. https://t.co/zuVB7Bt1Ok,haaaa dah ada di shopeefood. mehlah try. https://t.co/zuvb7bt1ok,haaaa dah ada di shopeefood mehlah try,haaaa sudah ada di shopeefood mehlah try;;;;;;
mau jajan di shopeefood trus kurang 3rb :) ya Allah nangis ajalah males topup lg,mau jajan di shopeefood trus kurang 3rb :) ya allah nangis ajalah males topup lg,mau jajan di shopeefood trus kurang rb ya allah nangis ajalah males topup lg,mau jajan di shopeefood terus kurang rb ya allah nangis ajalah malas  topup lagi;;;;;;
@milleeunje Ini shopeefood ya teh? Btw selamat makan hehe🙆🏻‍♀️,@milleeunje ini shopeefood ya teh? btw selamat makan hehe🙆🏻‍♀️,ini shopeefood ya teh btw selamat makan hehe,ini shopeefood ya teh ngomong-ngomong selamat makan hehe;;;;;;
"Seru juga pesen di shopeefood😆
Ayo coba reply yg dom nya masuk list di bawah ini 🤔 https://t.co/dxFtxGnZVc,""seru juga pesen di shopeefood😆";;;;;;
"ayo coba reply yg dom nya masuk list di bawah ini 🤔 https://t.co/dxftxgnzvc"",seru juga pesen di shopeefood ayo coba reply yg dom nya masuk list di bawah ini,seru juga pesan di shopeefood ayo coba reply yang dom nya masuk list di bawah ini";;;;;;
rekomen makanan di grab/shopeefood dongg yg di jakarta barat/pusat gtt,rekomen makanan di grab/shopeefood dongg yg di jakarta barat/pusat gtt,rekomen makanan di grabshopeefood dongg yg di jakarta baratpusat gtt,rekomen makanan di grabshopeefood dongg yang di jakarta baratpusat gtt;;;;;;
"Niat hati ngga bawa bekal karna pgn jajan. Udah kebayang ngandelin shopeefood. Udah jatah makan siang mau pesen, lupa ngisi saldo shopeepay. Buka mbanking mau transfer, baru keinget adanya di rekening lain yg ngga ada mbankingnya. Sungguh pintar aku hari ini :),""niat hati ngga bawa bekal karna pgn jajan. udah kebayang ngandelin shopeefood. udah jatah makan siang mau pesen, lupa ngisi saldo shopeepay. buka mbanking mau transfer, baru keinget adanya di rekening lain yg ngga ada mbankingnya. sungguh pintar aku hari ini :)"",niat hati ngga bawa bekal karna pgn jajan udah kebayang ngandelin shopeefood udah jatah makan siang mau pesen lupa ngisi saldo shopeepay buka mbanking mau transfer baru keinget adanya di rekening lain yg ngga ada mbankingnya sungguh pintar aku hari ini,niat hati tidak bawa bekal karena ingin jajan sudah kebayang ngandelin shopeefood sudah jatah makan siang mau pesan lupa isi saldo shopeepay buka mbanking mau transfer baru keinget adanya di rekening lain yang tidak ada mbankingnya sungguh pintar saya hari ini";;;;;;
"harganya 17k! karena aku anak promo, jadi ini pake shopeefood dapet fish rica2 + spicy chicken bites + ice coffee cuma 25k 😍,""harganya 17k! karena aku anak promo, jadi ini pake shopeefood dapet fish rica2 + spicy chicken bites + ice coffee cuma 25k 😍"",harganya k karena aku anak promo jadi ini pake shopeefood dapet fish rica spicy chicken bites ice coffee cuma k,harganya ke karena saya anak promo jadi ini pakai shopeefood dapat fish rica spicy chicken bites ice coffee hanya ke";;;;;;
"bebek setengah ekor cuma 23ribu, terimakasih shopeefood 🥺 https://t.co/mRm7WIhltF,""bebek setengah ekor cuma 23ribu, terimakasih shopeefood 🥺 https://t.co/mrm7wihltf"",bebek setengah ekor cuma ribu terimakasih shopeefood,bebek setengah ekor hanya ribu terima kasih shopeefood";;;;;;
"terima kasih shopeefood, madangku iso irit tapi fancy.,""terima kasih shopeefood, madangku iso irit tapi fancy."",terima kasih shopeefood madangku iso irit tapi fancy,terima kasih shopeefood madangku iso irit tapi fancy";;;;;;
"Tiba2 pengen order shopeefood tapi saldo gw udh ludes gara2 si anjing @adhisty_ruto
Balikin duit gw dong bangsat,""tiba2 pengen order shopeefood tapi saldo gw udh ludes gara2 si anjing @adhisty_ruto";;;;;;
"balikin duit gw dong bangsat"",tiba pengen order shopeefood tapi saldo gw udh ludes gara si anjing ruto balikin duit gw dong bangsat,tiba ingin order shopeefood tapi saldo saya sudah habis gara si anjing ruto balikin uang saya dong bangsat";;;;;;
"Nasi / Mie Geprek Bensu Ayam Tumbuk semuanya sama sama enak porsinya banyak dan pastinya kenyang,😋
.
Yuk order Geprek Bensu, banyak banget promo yg bisa kamu nikmati loh🤩
.
Bisa datang ke outlet Geprek Bensu langsung atau order via Grabfood, Gofood, Shopeefood &amp; EatsbyTraveloka https://t.co/uWMQdZXZmt,""nasi / mie geprek bensu ayam tumbuk semuanya sama sama enak porsinya banyak dan pastinya kenyang,😋";;;;;;
.;;;;;;
yuk order geprek bensu, banyak banget promo yg bisa kamu nikmati loh🤩;;;;;;
.;;;;;;
bisa datang ke outlet geprek bensu langsung atau order via grabfood, gofood, shopeefood &amp;" eatsbytraveloka https://t.co/uwmqdzxzmt"",nasi mie geprek bensu ayam tumbuk semuanya sama sama enak porsinya banyak dan pastinya kenyang yuk order geprek bensu banyak banget promo yg bisa kamu nikmati loh bisa datang ke outlet geprek bensu langsung atau order via grabfood gofood shopeefood amp eatsbytraveloka,nasi mie geprek bensu ayam tumbuk semuanya sama sama enak porsinya banyak dan pastinya kenyang yuk order geprek bensu banyak banget promo yang bisa kamu nikmati loh bisa datang ke outlet geprek bensu langsung atau order via grabfood gofood shopeefood amp eatsbytraveloka";;;;;
"Dari jam 10.00 udh laper bukaknya buka shopeefood malah buka Twitter, IG, TikTok, tiba2 jam 12,""dari jam 10.00 udh laper bukaknya buka shopeefood malah buka twitter, ig, tiktok, tiba2 jam 12"",dari jam udh laper bukaknya buka shopeefood malah buka twitter ig tiktok tiba jam,dari jam sudah laper bukaknya buka shopeefood malah buka twitter ig tiktok tiba jam";;;;;;
@undipmenfess Nasi Kapau Padangju aja🥲🥲🥲 pake shopeefood jd murah bgt,@undipmenfess nasi kapau padangju aja🥲🥲🥲 pake shopeefood jd murah bgt,nasi kapau padangju aja pake shopeefood jd murah bgt,nasi kapau padangju aja pakai shopeefood jad;;;;;;
"wlpn gw bilang jgn buru2 ya lo jgn makin jauh egee
selalu emosi beli makan pke shopeefood,""wlpn gw bilang jgn buru2 ya lo jgn makin jauh egee";;;;;;
"selalu emosi beli makan pke shopeefood"",wlpn gw bilang jgn buru ya lo jgn makin jauh egee selalu emosi beli makan pke shopeefood,wlpn saya bilang jangan buru ya kamu jangan makin jauh egee selalu emosi beli makan pakai shopeefood";;;;;;
@karineboyfie ada opsi shopeefood sih dir,@karineboyfie ada opsi shopeefood sih dir,ada opsi shopeefood sih dir,ada opsi shopeefood sih dir;;;;;;
"cara tau kalo pesanan shopeefood kita udh di proses di dapur kaya grab gmn yaa..
infonya cuman pesanan diterima trs abang drivernya malah menjauh dr titik  yg dituju 😭,""cara tau kalo pesanan shopeefood kita udh di proses di dapur kaya grab gmn yaa..";;;;;;
"infonya cuman pesanan diterima trs abang drivernya malah menjauh dr titik  yg dituju 😭"",cara tau kalo pesanan shopeefood kita udh di proses di dapur kaya grab gmn yaa infonya cuman pesanan diterima trs abang drivernya malah menjauh dr titik yg dituju,cara tahu kalau pesanan shopeefood kita sudah di proses di dapur seperti grab bagaimana ya infonya cuman pesanan diterima terus abang drivernya malah menjauh dari titik yang dituju";;;;;;
"@sygfess Gatau nder.
Tp kalau akun gojek kamu bau kaya punya aku, gapernah dapet voucher potongan, aku ngandelin shopeefood, ada potongan lumayan.,""@sygfess gatau nder.";;;;;;
"tp kalau akun gojek kamu bau kaya punya aku, gapernah dapet voucher potongan, aku ngandelin shopeefood, ada potongan lumayan."",gatau nder tp kalau akun gojek kamu bau kaya punya aku gapernah dapet voucher potongan aku ngandelin shopeefood ada potongan lumayan,tidak tahu nder tapi kalau akun gojek kamu bau seperti punya saya tidak pernah dapat voucher potongan saya ngandelin shopeefood ada potongan lumayan";;;;;;
"Nikmati beragam menu Solaria dengan lebih hemat di New Family Pack. Spesial untuk kamu yang ingin pesan untuk keluarga tersayang dirumah nih. Yuk pesan lewat Delivery Online kesayanganmu!
.
*S&amp;K berlaku.
*Berlaku hanya di aplikasi GoFood, GrabFood, dan ShopeeFood
.
#Promosolaria https://t.co/ogd5mqsdeF,""nikmati beragam menu solaria dengan lebih hemat di new family pack. spesial untuk kamu yang ingin pesan untuk keluarga tersayang dirumah nih. yuk pesan lewat delivery online kesayanganmu!";;;;;;
.;;;;;;
*s&amp;k berlaku.;;;;;
*berlaku hanya di aplikasi gofood, grabfood, dan shopeefood;;;;;;
.;;;;;;
"#promosolaria https://t.co/ogd5mqsdef"",nikmati beragam menu solaria dengan lebih hemat di new family pack spesial untuk kamu yang ingin pesan untuk keluarga tersayang dirumah nih yuk pesan lewat delivery online kesayanganmu sampk berlaku berlaku hanya di aplikasi gofood grabfood dan shopeefood,nikmati beragam menu solaria dengan lebih hemat di new family pack spesial untuk kamu yang ingin pesan untuk keluarga tersayang dirumah ini yuk pesan lewat delivery online kesayanganmu sampk berlaku berlaku hanya di aplikasi gofood grabfood dan shopeefood";;;;;;
"ada yg pernah gini nggk sih, ini aku abis nyoba pakai shopeefood trs dpt notif klu akun ku diilangin gitu, udah aju banding trs katanya tungguin 3x24 jam, masalahnya tuh aku lagi ada pesen barang gtu dan trkhir statusnya barangnya blum dikirim, ini gimana yaa? https://t.co/YpKmCrsNIM,""ada yg pernah gini nggk sih, ini aku abis nyoba pakai shopeefood trs dpt notif klu akun ku diilangin gitu, udah aju banding trs katanya tungguin 3x24 jam, masalahnya tuh aku lagi ada pesen barang gtu dan trkhir statusnya barangnya blum dikirim, ini gimana yaa? https://t.co/ypkmcrsnim"",ada yg pernah gini nggk sih ini aku abis nyoba pakai shopeefood trs dpt notif klu akun ku diilangin gitu udah aju banding trs katanya tungguin x jam masalahnya tuh aku lagi ada pesen barang gtu dan trkhir statusnya barangnya blum dikirim ini gimana yaa,ada yang pernah begini tidak sih ini saya habis nyoba pakai shopeefood terus dapat notif kalau akun ku diilangin begitu sudah aju banding terus katanya tungguin kali jam masalahnya  itu saya lagi ada pesan barang begitu dan trkhir statusnya barangnya belum dikirim ini bagaimana ya";;;;;;
"BEAR BOBBA LOWOKWARU
🚲 #GoFood #GrabFood #ShopeeFood

Cinnamon Roll Macchiato 18K
#BigCup22oz 

📶https://t.co/6fplAdGVlD

#InfoMalang
#KulinerHitsMalang
#InfoKulinerMalang
#BobaMalang
#KopiMalang
#MojitoMalang
#Cinnamon
#Macchiato
#BTS https://t.co/OzEJYYjefk,""bear bobba lowokwaru";;;;;;
🚲 #gofood #grabfood #shopeefood;;;;;;
;;;;;;
cinnamon roll macchiato 18k;;;;;;
#bigcup22oz ;;;;;;
;;;;;;
📶https://t.co/6fpladgvld;;;;;;
;;;;;;
#infomalang;;;;;;
#kulinerhitsmalang;;;;;;
#infokulinermalang;;;;;;
#bobamalang;;;;;;
#kopimalang;;;;;;
#mojitomalang;;;;;;
#cinnamon;;;;;;
#macchiato;;;;;;
"#bts https://t.co/ozejyyjefk"",bear bobba lowokwaru cinnamon roll macchiato k,bear bobba lowokwaru cinnamon roll macchiato ke";;;;;;
"@txtdrkaumbengek Mari kencan dan menggemuk bersama 👍🏻👍🏻👍🏻

Senja nitip lapak jualan Senja : Ricebox Wagyu, available di Jakarta dsk, bisa dipesan via GoFood/GrabFood/ShopeeFood (search : senjayummy). https://t.co/skIcGuGDvm,""@txtdrkaumbe";;;;;;
;;;;;;
"senja nitip lapak jualan senja : ricebox wagyu, available di jakarta dsk, bisa dipesan via gofood/grabfood/shopeefood (search : senjayummy). https://t.co/skicgugdvm"",mari kencan dan menggemuk bersama senja nitip lapak jualan senja ricebox wagyu available di jakarta dsk bisa dipesan via gofoodgrabfoodshopeefood search senjayummy,mari kencan dan menggemuk bersama senja nitip lapak jualan senja ricebox wagyu available di jakarta dsk bisa dipesan via gofoodgrabfoodshopeefood search senjayummy";;;;;;
